id,Numéro d'article,Nom du produit,Numéro du lot,Emplacement,Site,Entrepôt,Stock physique,Physique disponible
14235,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14236,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14237,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14238,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14239,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14240,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14241,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14242,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14243,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14244,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14245,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14246,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194785,SORTIES-MG,MAKLADA,PROD,,
14247,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14248,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14249,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14250,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14251,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14252,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14253,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14254,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14255,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14256,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14257,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14258,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14259,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14260,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/194786,SORTIES-MG,MAKLADA,PROD,,
14261,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14262,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14263,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14264,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14265,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14266,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14267,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14268,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14269,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14270,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14271,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14272,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295127,SORTIES-MG,MAKLADA,PROD,,
14273,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14274,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14275,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14276,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14277,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14278,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14279,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14280,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14281,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14282,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14283,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14284,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295128,SORTIES-MG,MAKLADA,PROD,,
14285,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14286,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14287,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14288,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14289,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14290,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295131,SORTIES-MG,MAKLADA,PROD,,
14291,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14292,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14293,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14294,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14295,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14296,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14297,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14298,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14299,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14300,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14301,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0220/295134,SORTIES-MG,MAKLADA,PROD,,
14302,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21519-6.5,SORTIES-MG,MAKLADA,PROD,,
14303,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21520-6.5,SORTIES-MG,MAKLADA,PROD,,
14304,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21534-6.5,SORTIES-MG,MAKLADA,PROD,,
14305,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21534-6.5,SORTIES-MG,MAKLADA,PROD,,
14306,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21535-6.5,SORTIES-MG,MAKLADA,PROD,,
14307,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14308,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14309,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14310,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14311,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14312,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14313,FM-DX02,FIL MACHINE DOUX CLASSE 02,VMET-0820/21537-6.5,SORTIES-MG,MAKLADA,PROD,,
14314,FM-DX02,FIL MACHINE DOUX CLASSE 02,,SORTIES-MG,MAKLADA,PROD,,
14315,FM-DX02,FIL MACHINE DOUX CLASSE 02,,99,MAKLADA,ASFM,,
14316,FM-DX02,FIL MACHINE DOUX CLASSE 02,,99,MAKLADA,ASFM,,
14317,FM-DX02,FIL MACHINE DOUX CLASSE 02,,99,MAKLADA,ASFM,,
14318,FM-DX02,FIL MACHINE DOUX CLASSE 02,,99,MAKLADA,ASFM,,
14319,FM-DX02,FIL MACHINE DOUX CLASSE 02,,SORTIES-MG,MAKLADA,PROD,,
14320,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602091,SORTIES-MG,MAKLADA,PROD,,
14321,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602091,SORTIES-MG,MAKLADA,PROD,,
14322,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602092,SORTIES-MG,MAKLADA,PROD,,
14323,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602092,SORTIES-MG,MAKLADA,PROD,,
14324,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602092,SORTIES-MG,MAKLADA,PROD,,
14325,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14326,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14327,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14328,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14329,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14330,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602093,SORTIES-MG,MAKLADA,PROD,,
14331,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602094,SORTIES-MG,MAKLADA,PROD,,
14332,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602095,SORTIES-MG,MAKLADA,PROD,,
14333,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602095,SORTIES-MG,MAKLADA,PROD,,
14334,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602096,SORTIES-MG,MAKLADA,PROD,,
14335,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602096,SORTIES-MG,MAKLADA,PROD,,
14336,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602097,SORTIES-MG,MAKLADA,PROD,,
14337,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602097,SORTIES-MG,MAKLADA,PROD,,
14338,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602097,SORTIES-MG,MAKLADA,PROD,,
14339,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602097,SORTIES-MG,MAKLADA,PROD,,
14340,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602099,SORTIES-MG,MAKLADA,PROD,,
14341,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602099,SORTIES-MG,MAKLADA,PROD,,
14342,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602105,SORTIES-MG,MAKLADA,PROD,,
14343,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602105,SORTIES-MG,MAKLADA,PROD,,
14344,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602105,SORTIES-MG,MAKLADA,PROD,,
14345,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602105,SORTIES-MG,MAKLADA,PROD,,
14346,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602107,SORTIES-MG,MAKLADA,PROD,,
14347,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602109,SORTIES-MG,MAKLADA,PROD,,
14348,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602109,SORTIES-MG,MAKLADA,PROD,,
14349,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602109,SORTIES-MG,MAKLADA,PROD,,
14350,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602109,SORTIES-MG,MAKLADA,PROD,,
14351,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602109,SORTIES-MG,MAKLADA,PROD,,
14352,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14353,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14354,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14355,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14356,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14357,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602110,SORTIES-MG,MAKLADA,PROD,,
14358,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602111,SORTIES-MG,MAKLADA,PROD,,
14359,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602111,SORTIES-MG,MAKLADA,PROD,,
14360,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602111,SORTIES-MG,MAKLADA,PROD,,
14361,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602111,SORTIES-MG,MAKLADA,PROD,,
14362,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602112,SORTIES-MG,MAKLADA,PROD,,
14363,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602112,SORTIES-MG,MAKLADA,PROD,,
14364,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602112,SORTIES-MG,MAKLADA,PROD,,
14365,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602113,SORTIES-MG,MAKLADA,PROD,,
14366,FM-DX02,FIL MACHINE DOUX CLASSE 02,ITRM-0726/A022602113,SORTIES-MG,MAKLADA,PROD,,
14367,FM-DX02,FIL MACHINE DOUX CLASSE 02,,SORTIES-MG,MAKLADA,PROD,,
14368,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14369,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14370,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14371,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14372,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14373,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14374,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14375,FM-DX04,FIL MACHINE DOUX CLASSE 04,,SORTIES-MG,MAKLADA,PROD,,
14376,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14377,FM-DX04,FIL MACHINE DOUX CLASSE 04,,99,MAKLADA,ASFM,,
14378,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044160,SORTIES-MG,MAKLADA,PROD,,
14379,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044160,SORTIES-MG,MAKLADA,PROD,,
14380,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044350,SORTIES-MG,MAKLADA,PROD,,
14381,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044371,SORTIES-MG,MAKLADA,PROD,,
14382,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044371,SORTIES-MG,MAKLADA,PROD,,
14383,FM-DX04,FIL MACHINE DOUX CLASSE 04,SIDN-0726/044406,SORTIES-MG,MAKLADA,PROD,,
14384,FMMD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-1116/F640205720,SORTIES-MG,MAKLADA,PROD,,
14385,FMMD1X,FIL MACHINE MI-DUR CLASSE 10-14,,SORTIES-MG,MAKLADA,PROD,,
14386,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,,99,MAKLADA,ASFM,,
14387,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14388,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14389,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14390,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14391,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14392,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14393,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14394,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14395,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14396,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14397,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14398,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14399,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14400,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14401,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14402,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14403,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14404,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14405,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14406,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14407,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14408,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14409,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14410,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370302,99,MAKLADA,ASFM,1353.0,1353.0
14411,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14412,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14413,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14414,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14415,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14416,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14417,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14418,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14419,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,,
14420,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14421,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14422,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14423,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14424,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14425,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14426,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14427,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14428,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14429,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14430,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14431,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14432,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14433,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14434,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14435,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14436,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14437,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14438,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14439,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14440,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14441,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14442,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,99,MAKLADA,ASFM,1353.0,1353.0
14443,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14444,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14445,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14446,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14447,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14448,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14449,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14450,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480175,99,MAKLADA,ASFM,1353.0,1353.0
14451,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
