id,Numéro d'article,Nom du produit,Numéro du lot,Emplacement,Site,Entrepôt,Stock physique,Physique disponible
14452,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14453,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14454,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14455,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14456,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14457,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14458,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14459,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14460,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14461,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14462,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14463,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14464,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14465,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14466,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14467,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14468,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14469,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14470,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14471,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14472,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14473,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14474,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14475,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14476,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14477,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14478,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14479,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14480,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14481,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14482,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14483,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14484,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14485,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14486,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1353.0,1353.0
14487,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14488,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14489,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14490,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14491,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14492,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14493,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14494,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14495,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14496,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14497,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14498,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14499,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14500,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14501,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14502,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14503,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14504,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14505,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14506,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14507,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14508,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/480177,99,MAKLADA,ASFM,1352.0,1352.0
14509,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,VILM-0821/21E2088,99,MAKLADA,ASFM,1206.0,1206.0
14510,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,,SORTIES-MG,MAKLADA,PROD,,
14511,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14512,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14513,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14514,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14515,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14516,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14517,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14518,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14519,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14520,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14521,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14522,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14523,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14524,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14525,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14526,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,,
14527,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14528,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14529,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14530,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14531,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14532,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14533,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14534,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14535,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,AEZZ-0626/370303,SORTIES-MG,MAKLADA,PROD,1353.0,1353.0
14536,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,MGSA-MI24/604939,99,MAKLADA,ASFM,2152.0,2152.0
14537,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,MGSA-MI24/604939,99,MAKLADA,ASFM,1260.0,1260.0
14538,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,MGSA-MI24/604939,99,MAKLADA,ASFM,139.0,139.0
14539,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-MI24/F790005420,99,MAKLADA,ASFM,300.0,300.0
14540,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-MI24/F790005427,99,MAKLADA,ASFM,109.0,109.0
14541,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-MI24/F790005427,99,MAKLADA,ASFM,2371.0,2371.0
14542,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-MI24/F790005427,99,MAKLADA,ASFM,2382.0,2382.0
14543,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,TATA-MI24/F790105424,99,MAKLADA,ASFM,911.0,911.0
14544,FM-MD1X,FIL MACHINE MI-DUR CLASSE 10-14,Y-MI24/Y60064502,99,MAKLADA,ASFM,381.0,381.0
14545,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,1.0,1.0
14546,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,20.0,20.0
14547,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14548,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14549,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14550,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14551,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,21.0,21.0
14552,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14553,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14554,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,1.0,1.0
14555,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,5.0,5.0
14556,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14557,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14558,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14559,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,15.0,15.0
14560,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14561,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14562,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14563,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14564,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14565,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,700.0,700.0
14566,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14567,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14568,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14569,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14570,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14571,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,6.0,6.0
14572,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,7.0,7.0
14573,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,20.0,20.0
14574,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14575,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14576,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,2.0,2.0
14577,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,56.0,56.0
14578,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14579,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14580,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14581,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,8.0,8.0
14582,FOU-BURE,FOURNITURES BUREAUTIQUE ADMINISTRATIFS,,99,MAKLADA,ADMN,,
14583,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,5000.0,5000.0
14584,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,,
14585,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,500.0,500.0
14586,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,500.0,500.0
14587,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,10.0,10.0
14588,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,,
14589,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,3000.0,3000.0
14590,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,1000.0,1000.0
14591,FOU-EXPL,FOURNITURES POUR EXPLOITATION,,99,MAKLADA,CONSP,2000.0,2000.0
14592,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO078-2021,400,MAKLADA,PFCE,,
14593,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO078-2021,400,MAKLADA,PFCE,,
14594,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO078-2021,400,MAKLADA,PFCE,,
14595,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO078-2021,400,MAKLADA,PFCE,,
14596,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO078-2021,400,MAKLADA,PFCE,,
14597,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO079-2021,400,MAKLADA,PFCE,,
14598,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO079-2021,400,MAKLADA,PFCE,,
14599,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO079-2021,400,MAKLADA,PFCE,,
14600,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO079-2021,400,MAKLADA,PFCE,,
14601,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO079-2021,400,MAKLADA,PFCE,,
14602,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO080-2021,400,MAKLADA,PFCE,,
14603,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO080-2021,400,MAKLADA,PFCE,,
14604,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO080-2021,400,MAKLADA,PFCE,,
14605,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO080-2021,400,MAKLADA,PFCE,,
14606,FRCDC,FIL A RESSORT CLAIR DRESSE COUPE,PO080-2021,400,MAKLADA,PFCE,,
14607,FRF-BC,FIL RECUIT,,150,MAKLADA,PFCL,,
14608,FRF-BC,FIL RECUIT,OF22-0347,150,MAKLADA,PFCL,,
14609,FRF-BC,FIL RECUIT,OF26-0180,150,MAKLADA,PFCL,,
14610,FRF-BC,FIL RECUIT,,180,MAKLADA,PFCL,,
14611,FRF-BC,FIL RECUIT,,240,MAKLADA,PFCL,,
14612,FRF-BC,FIL RECUIT,,390,MAKLADA,PFCL,,
14613,FRF-BC,FIL RECUIT,,450,MAKLADA,PFCL,,
14614,FRF-BC,FIL RECUIT,OF16-0288,440,MAKLADA,PFCL,256.0,256.0
14615,FRF-BC,FIL RECUIT,OF22-0203,300,MAKLADA,PFCL,154.0,154.0
14616,FRF-BC,FIL RECUIT,OF25-0318,220,MAKLADA,PFCL,3214.0,3214.0
14617,FRF-BC,FIL RECUIT,OF26-0023,200,MAKLADA,PFCL,555.0,555.0
14618,FRF-BC,FIL RECUIT,OF26-0223,450,MAKLADA,PFCL,1928.0,
14619,FRF-BC,FIL RECUIT,,390,MAKLADA,PFCL,,
14620,FRF-BC,FIL RECUIT,,450,MAKLADA,PFCL,,
14621,FRF-BC,FIL RECUIT,OF23-0500,300,MAKLADA,PFCL,304.0,304.0
14622,FRF-BC,FIL RECUIT,OF26-0193,390,MAKLADA,PFCL,5122.0,5122.0
14623,FRF-BC,FIL RECUIT,OF26-0195,450,MAKLADA,PFCL,865.0,865.0
14624,FRF-BC,FIL RECUIT,OF26-0212,390,MAKLADA,PFCL,4022.0,4022.0
14625,FRF-BC,FIL RECUIT,OF16-0288,440,MAKLADA,PFCL,50.0,50.0
14626,FTREF-HC,FIL DECAPE ET TREFILE HAUT CARBONE,JS-031501,306,MAKLADA,PROD,8214.0,8214.0
14627,FTREF-HC,FIL DECAPE ET TREFILE HAUT CARBONE,JS-031567,306,MAKLADA,PROD,6205.0,6205.0
14628,GDF-BC,FIL GALVANISE DOUX,,215,MAKLADA,PFCL,,
14629,GDF-BC,FIL GALVANISE DOUX,,300,MAKLADA,PFCL,,
14630,GDF-BC,FIL GALVANISE DOUX,,390,MAKLADA,PFCL,,
14631,GDF-BC,FIL GALVANISE DOUX,INV2017,350,MAKLADA,PFCL,221.0,221.0
14632,GDF-BC,FIL GALVANISE DOUX,OF16-0198,280,MAKLADA,PFCL,160.0,160.0
14633,GDF-BC,FIL GALVANISE DOUX,OF16-0301,420,MAKLADA,PFCL,204.0,204.0
14634,GDF-BC,FIL GALVANISE DOUX,OF26-0138,270,MAKLADA,PFCL,272.0,272.0
14635,GDF-BC,FIL GALVANISE DOUX,,SORTIES-MG,MAKLADA,PROD,,
14636,GDF-BC,FIL GALVANISE DOUX,bc25/0410,215,MAKLADA,PROD,,
14637,GDF-BC,FIL GALVANISE DOUX,BC26/0156,215,MAKLADA,PROD,799.0,799.0
14638,GDF-BC,FIL GALVANISE DOUX,BC26/0156,300,MAKLADA,PROD,975.0,975.0
14639,GDF-BC,FIL GALVANISE DOUX,BC26/0156,390,MAKLADA,PROD,,
14640,GDF-BC,FIL GALVANISE DOUX,OF17-0334,300,MAKLADA,PFCE,633.0,633.0
14641,GDF-BC,FIL GALVANISE DOUX,OF18-0005,300,MAKLADA,PFCE,496.0,496.0
14642,GRF-BC,GALVANISE RETREFILE,,160,MAKLADA,PFCL,,
14643,GRF-BC,GALVANISE RETREFILE,OF26-0174,160,MAKLADA,PFCL,,
14644,GRF-BC,GALVANISE RETREFILE,,100,MAKLADA,PFCL,,
14645,GRF-BC,GALVANISE RETREFILE,,70,MAKLADA,PFCL,,
14646,GRF-BC,GALVANISE RETREFILE,,80,MAKLADA,PFCL,,
14647,GRF-BC,GALVANISE RETREFILE,OF23-0416,110,MAKLADA,PFCL,25.0,25.0
14648,GRF-BC,GALVANISE RETREFILE,OF23-0416,110,MAKLADA,PFCL,22.0,22.0
14649,GRF-BC,GALVANISE RETREFILE,OF23-0607,110,MAKLADA,PFCL,20.0,20.0
14650,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14651,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14652,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14653,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14654,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14655,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14656,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14657,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14658,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14659,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14660,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14661,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14662,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14663,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14664,GRF-BC,GALVANISE RETREFILE,OF24-0040,110,MAKLADA,PFCL,25.0,25.0
14665,GRF-BC,GALVANISE RETREFILE,OF24-0269,140,MAKLADA,PFCL,45.0,45.0
14666,GRF-BC,GALVANISE RETREFILE,OF25-0205,110,MAKLADA,PFCL,25.0,25.0
14667,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14668,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14669,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14670,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14671,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14672,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14673,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14674,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14675,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14676,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14677,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14678,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14679,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14680,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14681,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14682,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14683,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14684,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
14685,GRF-BC,GALVANISE RETREFILE,OF26-0183,80,MAKLADA,PFCL,,
